,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
1470,"Apr.  3, 2014  5:59 PM ET",GIS,General Mills: Significant Price Appreciation Key Feature For Bullish Thesis,NA,4.00,31485441877.00,2.00,603.00,49.66,49.95,51.52,51.77,1833.08,1883.95,1974.62,0.58,3.75,4.25,-1.72,1.01,5.87,2.30,2.73,-1.62,0.00,0.00,0.00
1471,"Apr.  3, 2014  5:11 PM ET",XLI,Caterpillar Inc. Heading Towards The Right Direction,NA,4.00,48026576470.00,2.00,709.00,51.77,50.15,52.04,53.74,1833.08,1883.95,1974.62,-3.13,0.52,3.81,-1.72,1.01,5.87,-1.41,-0.49,-2.07,0.00,0.00,0.00
1472,"Apr.  3, 2014  4:43 PM ET",JCP,J.C. Penney: The Illusion Of Cheapness,NA,4.00,2356505751.00,2.00,617.00,8.88,7.70,8.58,9.36,1833.08,1883.95,1974.62,-13.29,-3.38,5.41,-1.72,1.01,5.87,-11.57,-4.39,-0.47,0.00,0.00,0.00
1473,"Apr.  3, 2014  4:19 PM ET",SPY,The Tortoise Series: Part 15 - 4 Ways Lorillard Pays You Cash Now,NA,4.00,24101561643.00,2.00,2893.00,183.63,178.82,185.27,195.23,1833.08,1883.95,1974.62,-2.62,0.89,6.32,-1.72,1.01,5.87,-0.90,-0.12,0.44,0.00,0.00,0.00
1474,"Apr.  3, 2014  3:50 PM ET",IMUC,Refuting The Latest Negative Blog On Northwest Biotherapeutics,NA,4.00,500860414.00,2.00,2527.00,1.22,1.23,1.18,1.12,1833.08,1883.95,1974.62,0.82,-3.28,-8.20,-1.72,1.01,5.87,2.54,-4.29,-14.07,0.00,0.00,0.00
1475,"Apr.  3, 2014  3:41 PM ET",YHOO,New Data Reveals Alibaba Commission Strategy And Potential Valuation Upside,NA,4.00,203612000000.00,2.00,6.00,34.26,32.87,36.87,35.88,1833.08,1883.95,1974.62,-4.06,7.62,4.73,-1.72,1.01,5.87,-2.34,6.61,-1.14,0.00,1.00,0.00
1476,"Apr.  3, 2014  3:29 PM ET",KO,Coca-Cola&#x27;s Brand Building Initiatives Could Shoulder Sluggish CSD Sales,NA,4.00,174257000000.00,2.00,2695.00,37.09,37.49,39.74,41.35,1833.08,1883.95,1974.62,1.08,7.14,11.49,-1.72,1.01,5.87,2.79,6.13,5.61,0.00,1.00,1.00
1477,"Apr.  3, 2014  3:26 PM ET",VZ,Forget T-Mobile U.S.: Telecom Is Still For Spenders,NA,4.00,25881228074.00,2.00,1943.00,45.94,45.51,45.56,48.02,1833.08,1883.95,1974.62,-0.94,-0.83,4.53,-1.72,1.01,5.87,0.78,-1.84,-1.34,0.00,0.00,0.00
1478,"Apr.  3, 2014  3:16 PM ET",ORCL,NoSQL Databases: Oracle&#x27;s Big Opportunity,NA,4.00,186106000000.00,2.00,2695.00,39.63,38.64,40.46,40.59,1833.08,1883.95,1974.62,-2.50,2.09,2.42,-1.72,1.01,5.87,-0.78,1.08,-3.45,0.00,0.00,0.00
1479,"Apr.  3, 2014  3:07 PM ET",ONE,Is Higher One Holdings Ripe For A Takeover?,NA,4.00,126324016.00,2.00,12.00,6.61,5.80,6.12,3.75,1833.08,1883.95,1974.62,-12.25,-7.41,-43.27,-1.72,1.01,5.87,-10.54,-8.42,-49.14,0.00,0.00,0.00
1480,"Apr.  3, 2014  2:50 PM ET",XLK,What Does 3-D Printing Hold For HP?,NA,4.00,58943429614.00,2.00,315.00,35.42,34.71,35.88,38.41,1833.08,1883.95,1974.62,-2.00,1.30,8.44,-1.72,1.01,5.87,-0.29,0.29,2.57,0.00,0.00,0.00
1481,"Apr.  3, 2014  2:45 PM ET",SSNLF,Google&#x27;s Dominance Over Android Is Just Beginning,NA,4.00,372518000000.00,2.00,3654.00,1278.97,1278.97,1278.97,1377.35,1833.08,1883.95,1974.62,0.00,0.00,7.69,-1.72,1.01,5.87,1.72,-1.01,1.82,0.00,0.00,0.00
1482,"Apr.  3, 2014  2:43 PM ET",INTC,Big Data May Mean Big Growth And Big Profits For Intel,NA,4.00,146484000000.00,2.00,3366.00,25.42,25.44,25.66,30.36,1833.08,1883.95,1974.62,0.08,0.94,19.43,-1.72,1.01,5.87,1.79,-0.07,13.56,0.00,0.00,1.00
1483,"Apr.  4, 2014 11:22 PM ET",WFC,"For Bank Of America, Here Comes Housing Help!",NA,4.00,169260000000.00,2.00,5036.00,48.23,46.82,48.25,51.94,1830.61,1883.68,1985.44,-2.92,0.04,7.69,-3.19,-0.38,5.00,0.26,0.42,2.69,0.00,0.00,0.00
1484,"Apr.  4, 2014  6:40 PM ET",DG,ModernGraham Annual Valuation Of Dollar General Corp.,NA,4.00,22544545856.00,2.00,3359.00,56.68,55.20,57.00,58.22,1830.61,1883.68,1985.44,-2.61,0.56,2.72,-3.19,-0.38,5.00,0.58,0.95,-2.28,0.00,0.00,0.00
1485,"Apr.  4, 2014  6:07 PM ET",SSO,The S&amp;P 500 And U.S. Economic Index Continue Decoupling,NA,4.00,184294000000.00,2.00,308.00,104.29,100.29,105.89,118.51,1830.61,1883.68,1985.44,-3.84,1.53,13.64,-3.19,-0.38,5.00,-0.65,1.92,8.64,0.00,0.00,1.00
1486,"Apr.  4, 2014  5:58 PM ET",CALM,The Only Company That Will Have A Really Good Year In 2014,NA,4.00,6913855371.00,2.00,223.00,30.01,29.52,29.20,37.13,1830.61,1883.68,1985.44,-1.63,-2.70,23.73,-3.19,-0.38,5.00,1.56,-2.32,18.73,0.00,0.00,1.00
1487,"Apr.  4, 2014  5:51 PM ET",XLK,Why Microsoft Is Becoming A Great Company Again,NA,4.00,339473000000.00,2.00,372.00,35.42,35.05,35.88,38.58,1830.61,1883.68,1985.44,-1.04,1.30,8.92,-3.19,-0.38,5.00,2.14,1.68,3.92,0.00,0.00,0.00
1488,"Apr.  4, 2014  5:07 PM ET",VC,Johnson Controls: Profitable Divestment Decisions,NA,4.00,32089087759.00,2.00,393.00,89.06,84.89,89.61,99.68,1830.61,1883.68,1985.44,-4.68,0.62,11.92,-3.19,-0.38,5.00,-1.49,1.00,6.92,0.00,0.00,1.00
1489,"Apr.  4, 2014  4:26 PM ET",MNST,Building A Hedged Portfolio Around A Genworth Financial Position,NA,4.00,3652923408.00,2.00,796.00,66.66,63.99,66.92,70.15,1830.61,1883.68,1985.44,-4.01,0.39,5.24,-3.19,-0.38,5.00,-0.82,0.77,0.24,0.00,0.00,0.00
1490,"Apr.  4, 2014  4:22 PM ET",JNPR,"Juniper Begins Restructuring, Aims To Save $160 Million In Operating Expenses",NA,4.00,9535748029.00,2.00,2695.00,25.67,24.47,24.53,24.43,1830.61,1883.68,1985.44,-4.67,-4.44,-4.83,-3.19,-0.38,5.00,-1.49,-4.06,-9.83,0.00,0.00,0.00
1491,"Apr.  4, 2014  4:21 PM ET",KO,"Coca-Cola: High Quality, Fair Price",NA,4.00,174257000000.00,2.00,1869.00,37.09,37.59,39.74,41.29,1830.61,1883.68,1985.44,1.35,7.14,11.32,-3.19,-0.38,5.00,4.54,7.53,6.32,0.00,1.00,1.00
1492,"Apr.  4, 2014  4:14 PM ET",FB,"Trend Alert: How Facebook Might Supercharge Growth And Seed A Crop Of New, High-Tech Space Start-Ups",NA,4.00,218463000000.00,2.00,13.00,56.75,58.89,60.46,66.29,1830.61,1883.68,1985.44,3.77,6.54,16.81,-3.19,-0.38,5.00,6.96,6.92,11.81,1.00,1.00,1.00
1493,"Apr.  4, 2014  4:06 PM ET",RANJF,Sell-Off Overdone: Dice Now Undervalued By 17%,NA,4.00,499649323.00,2.00,738.00,57.05,57.52,59.10,59.35,1830.61,1883.68,1985.44,0.82,3.59,4.03,-3.19,-0.38,5.00,4.01,3.98,-0.97,0.00,0.00,0.00
1494,"Apr.  4, 2014  4:05 PM ET",JNJ,Was Selling Ortho-Clinical Diagnostics A Right Move For Johnson &amp; Johnson?,NA,4.00,275852000000.00,2.00,2695.00,95.78,94.54,96.65,103.31,1830.61,1883.68,1985.44,-1.29,0.91,7.86,-3.19,-0.38,5.00,1.89,1.29,2.86,0.00,0.00,0.00
1495,"Apr.  4, 2014  4:05 PM ET",GRPN,Why Groupon&#x27;s Take Rate In North America Is Going Up,NA,4.00,5247571124.00,2.00,2695.00,7.84,6.94,7.09,6.67,1830.61,1883.68,1985.44,-11.48,-9.57,-14.92,-3.19,-0.38,5.00,-8.29,-9.18,-19.92,0.00,0.00,0.00
1496,"Apr.  4, 2014  3:52 PM ET",XLY,The Spillover Effects Of Buffalo Wild Wings Installing Tablet Computers On Every Table,NA,4.00,3495263183.00,2.00,2282.00,63.96,62.06,63.57,67.56,1830.61,1883.68,1985.44,-2.97,-0.61,5.63,-3.19,-0.38,5.00,0.22,-0.23,0.63,0.00,0.00,0.00
1497,"Apr.  4, 2014  3:42 PM ET",WFM,The Fresh Market: 3 Different Insiders Have Purchased Shares During The Last 30 Days,NA,4.00,2004141725.00,2.00,3828.00,50.54,49.06,49.22,38.94,1830.61,1883.68,1985.44,-2.93,-2.61,-22.95,-3.19,-0.38,5.00,0.26,-2.23,-27.95,0.00,0.00,0.00
1498,"Apr.  4, 2014  3:41 PM ET",MU,Micron Technology: Towards $30 We Will March,NA,4.00,30935054568.00,2.00,4075.00,22.58,21.90,26.31,33.73,1830.61,1883.68,1985.44,-3.01,16.52,49.38,-3.19,-0.38,5.00,0.18,16.90,44.38,0.00,1.00,1.00
1499,"Apr.  4, 2014  3:07 PM ET",ARNA,Arena Script Sales Close Out Quarter On Positive Note,NA,4.00,1161437198.00,2.00,1369.00,6.22,6.15,6.68,5.84,1830.61,1883.68,1985.44,-1.13,7.40,-6.11,-3.19,-0.38,5.00,2.06,7.78,-11.11,0.00,1.00,0.00
1500,"Apr.  6, 2014  2:03 PM ET",SO,Dominion: A Brief Review For Investors,NA,4.00,40558003859.00,2.00,709.00,42.23,43.77,42.86,42.53,1862.31,1867.72,1974.62,3.65,1.49,0.71,0.94,1.23,7.02,2.71,0.26,-6.31,0.00,0.00,0.00
1501,"Apr.  6, 2014  1:03 PM ET",ETN,National Oilwell Varco Has Great Dividend Growth Potential,NA,4.00,20115514179.00,2.00,2057.00,71.30,70.87,70.78,76.58,1862.31,1867.72,1974.62,-0.60,-0.73,7.41,0.94,1.23,7.02,-1.54,-1.96,0.38,0.00,0.00,0.00
1502,"Apr.  6, 2014 12:53 PM ET",INTC,"Seriously, I Swear I&#x27;m Not Bearish On Intel! Honest! Really!",NA,4.00,146484000000.00,2.00,5269.00,25.74,26.16,25.67,30.51,1862.31,1867.72,1974.62,1.63,-0.27,18.53,0.94,1.23,7.02,0.70,-1.50,11.51,0.00,0.00,1.00
1503,"Apr.  6, 2014  9:18 AM ET",UL,Solazyme&#x27;s Algal Oil Is Sought To Replace Palm Oil,NA,4.00,241182204.00,2.00,1740.00,40.77,42.82,42.63,44.70,1862.31,1867.72,1974.62,5.03,4.56,9.64,0.94,1.23,7.02,4.09,3.33,2.62,0.00,0.00,0.00
1504,"Apr.  6, 2014  7:32 AM ET",FB,Facebook&#x27;s WhatsApp Acquisition: New Risks Emerge,NA,4.00,218463000000.00,2.00,157.00,56.95,59.72,58.53,66.29,1862.31,1867.72,1974.62,4.86,2.77,16.40,0.94,1.23,7.02,3.93,1.55,9.38,0.00,0.00,1.00
1505,"Apr.  6, 2014  7:23 AM ET",FB,Facebook: How Low Can It Go?,NA,4.00,218463000000.00,2.00,1264.00,56.95,59.72,58.53,66.29,1862.31,1867.72,1974.62,4.86,2.77,16.40,0.94,1.23,7.02,3.93,1.55,9.38,0.00,0.00,1.00
1506,"Apr.  6, 2014  6:45 AM ET",PAL,North American Palladium: Is It Really Possible To Avoid Bankruptcy?,NA,4.00,83100677.00,2.00,750.00,0.40,0.31,0.26,0.30,1862.31,1867.72,1974.62,-22.50,-35.00,-25.00,0.94,1.23,7.02,-23.44,-36.23,-32.02,0.00,0.00,0.00
1507,"Apr.  6, 2014  6:30 AM ET",SFM,Sprouts Farmers Market: 9 Different Insiders Have Sold Shares During The Last 30 Days,NA,4.00,5267510574.00,2.00,3828.00,35.42,33.84,31.09,32.93,1862.31,1867.72,1974.62,-4.46,-12.22,-7.03,0.94,1.23,7.02,-5.40,-13.45,-14.05,0.00,0.00,0.00
1508,"Apr.  6, 2014  6:20 AM ET",CKSW,ViryaNet: An Innovative Player In A Rapidly Growing Consolidation Market,NA,4.00,0.00,2.00,160.00,9.43,9.39,8.77,8.96,1862.31,1867.72,1974.62,-0.42,-7.00,-4.98,0.94,1.23,7.02,-1.36,-8.23,-12.01,0.00,0.00,0.00
1509,"Apr.  6, 2014  5:47 AM ET",EFX,ModernGraham Annual Valuation Of Equifax Inc. - 2014,NA,4.00,10952165404.00,2.00,3359.00,65.85,66.62,69.85,72.01,1862.31,1867.72,1974.62,1.17,6.07,9.35,0.94,1.23,7.02,0.23,4.85,2.33,0.00,0.00,0.00
1510,"Apr.  6, 2014  4:36 AM ET",ESV,Use Ensco To Build Dividend Income,NA,4.00,4791169841.00,2.00,2166.00,47.41,47.15,48.24,52.25,1862.31,1867.72,1974.62,-0.55,1.75,10.21,0.94,1.23,7.02,-1.48,0.52,3.19,0.00,0.00,0.00
1511,"Apr.  6, 2014  4:27 AM ET",PEP,Coca-Cola: Now With A Safe 3.20% Yield,NA,4.00,174257000000.00,2.00,289.00,81.61,82.45,83.03,88.21,1862.31,1867.72,1974.62,1.03,1.74,8.09,0.94,1.23,7.02,0.09,0.51,1.06,0.00,0.00,0.00
1512,"Apr.  6, 2014  4:21 AM ET",AAPL,Apple Is Significantly Undervalued - Shares Are Worth North Of $650,NA,4.00,719881000000.00,2.00,109.00,73.39,72.76,83.33,92.79,1862.31,1867.72,1974.62,-0.86,13.54,26.43,0.94,1.23,7.02,-1.79,12.31,19.41,0.00,1.00,1.00
1513,"Apr.  7, 2014  7:12 PM ET",OIH,Oil And Gas Equipment And Services ETF: Load Your Shotgun And Open Fire,NA,4.00,197719000.00,2.00,762.00,49.07,49.95,51.54,56.38,1864.85,1878.21,1985.44,1.79,5.03,14.90,0.70,1.42,7.21,1.10,3.62,7.69,0.00,0.00,1.00
1514,"Apr.  7, 2014  7:02 PM ET",IPO,"How To Bet On IPOs And Spin-Offs With ETFs, And Choose The Best.",NA,4.00,506421500.00,2.00,1480.00,20.81,20.98,20.14,22.42,1864.85,1878.21,1985.44,0.82,-3.22,7.74,0.70,1.42,7.21,0.12,-4.64,0.53,0.00,0.00,0.00
1515,"Apr.  7, 2014  6:24 PM ET",MU,Micron: Updates Following Q2 Earnings,NA,4.00,30935054568.00,2.00,664.00,22.21,23.91,26.42,33.73,1864.85,1878.21,1985.44,7.65,18.96,51.87,0.70,1.42,7.21,6.96,17.54,44.66,1.00,1.00,1.00
1516,"Apr.  7, 2014  6:17 PM ET",XLB,Will Alcoa Pass Critical Earnings Test Tuesday?,NA,4.00,16585906147.00,2.00,2282.00,46.11,46.79,47.20,49.60,1864.85,1878.21,1985.44,1.47,2.36,7.57,0.70,1.42,7.21,0.78,0.95,0.36,0.00,0.00,0.00
1517,"Apr.  7, 2014  5:55 PM ET",SOCL,Can LinkedIn Reach 500 Million Unique Monthly Visitors?,NA,4.00,32420608291.00,2.00,2695.00,18.49,18.70,16.35,19.90,1864.85,1878.21,1985.44,1.14,-11.57,7.63,0.70,1.42,7.21,0.44,-12.99,0.42,0.00,0.00,0.00
1518,"Apr.  7, 2014  5:35 PM ET",XLK,Corning - Soon It Will Be The Right Time To Unleash The Bulls,NA,4.00,29240832236.00,2.00,393.00,35.46,35.53,35.68,38.58,1864.85,1878.21,1985.44,0.20,0.62,8.80,0.70,1.42,7.21,-0.50,-0.80,1.59,0.00,0.00,0.00
1519,"Apr.  7, 2014  5:33 PM ET",HCBK,ModernGraham Hudson City Bancorp Annual Valuation - 2014,NA,4.00,5400422930.00,2.00,3359.00,9.71,9.74,9.71,9.85,1864.85,1878.21,1985.44,0.31,0.00,1.44,0.70,1.42,7.21,-0.39,-1.42,-5.77,0.00,0.00,0.00
1520,"Apr.  7, 2014  4:30 PM ET",FXE,The Impending Structural Change To The Upward EUR/USD Trend,NA,4.00,262854000.00,2.00,37.00,136.23,136.40,137.37,134.25,1864.85,1878.21,1985.44,0.12,0.84,-1.45,0.70,1.42,7.21,-0.57,-0.58,-8.66,0.00,0.00,0.00
1521,"Apr.  7, 2014  4:22 PM ET",FB,Reevaluating Yahoo After The Latest Sell-Off,NA,4.00,40131505298.00,2.00,2600.00,58.19,58.94,57.39,66.29,1864.85,1878.21,1985.44,1.29,-1.37,13.92,0.70,1.42,7.21,0.59,-2.79,6.71,0.00,0.00,1.00
1522,"Apr.  7, 2014  3:28 PM ET",ORCL,An Opportunity For Oracle?,NA,4.00,186106000000.00,2.00,2131.00,39.89,39.73,40.70,40.98,1864.85,1878.21,1985.44,-0.40,2.03,2.73,0.70,1.42,7.21,-1.10,0.61,-4.47,0.00,0.00,0.00
1523,"Apr.  7, 2014  3:07 PM ET",PNQI,TripAdvisor Looks Too Pricey,NA,4.00,11794309799.00,2.00,1212.00,64.04,64.08,59.24,69.47,1864.85,1878.21,1985.44,0.06,-7.50,8.48,0.70,1.42,7.21,-0.63,-8.91,1.27,0.00,0.00,0.00
1524,"Apr.  7, 2014  2:16 PM ET",OCAT,Advanced Cell Technology On The Doorstep,NA,4.00,212896743.00,2.00,1376.00,7.00,6.00,6.00,8.00,1864.85,1878.21,1985.44,-14.29,-14.29,14.29,0.70,1.42,7.21,-14.98,-15.70,7.08,0.00,0.00,1.00
1525,"Apr.  7, 2014  1:57 PM ET",MNKD,"If MannKind Keeps Pulling Back, It&#x27;s A Buying Opportunity",NA,4.00,2252695193.00,2.00,5269.00,6.54,6.25,6.20,10.00,1864.85,1878.21,1985.44,-4.43,-5.20,52.91,0.70,1.42,7.21,-5.13,-6.62,45.70,0.00,0.00,1.00
1526,"Apr.  7, 2014  1:57 PM ET",ITW,How The New Money Thinks About Dover,NA,4.00,11616966011.00,2.00,6684.00,81.00,82.92,84.80,86.76,1864.85,1878.21,1985.44,2.37,4.69,7.11,0.70,1.42,7.21,1.67,3.27,-0.10,0.00,0.00,0.00
1527,"Apr.  7, 2014  1:57 PM ET",ADT,"Alarming Spinoff: ADT Debt Soars, Stock Plunges",NA,4.00,6570533687.00,2.00,1212.00,29.73,29.48,30.77,34.14,1864.85,1878.21,1985.44,-0.84,3.50,14.83,0.70,1.42,7.21,-1.54,2.08,7.63,0.00,0.00,1.00
1528,"Apr.  8, 2014 11:22 PM ET",INTC,Time For An Intel Turnaround?,NA,4.00,146484000000.00,2.00,402.00,26.21,26.27,25.81,30.41,1842.98,1875.63,1977.65,0.23,-1.53,16.02,-1.56,0.18,5.63,1.79,-1.71,10.39,0.00,0.00,1.00
1529,"Apr.  8, 2014 11:15 PM ET",WCG,Buy Centene For Strong Upside,NA,4.00,7769655297.00,2.00,39.00,66.98,62.21,71.04,74.84,1842.98,1875.63,1977.65,-7.12,6.06,11.73,-1.56,0.18,5.63,-5.56,5.88,6.10,0.00,1.00,1.00
1530,"Apr.  8, 2014 10:29 PM ET",INTC,Intel Earnings Preview: Intel Needs Revenue Growth And A Note Of Caution,NA,4.00,146484000000.00,2.00,1096.00,26.21,26.27,25.81,30.41,1842.98,1875.63,1977.65,0.23,-1.53,16.02,-1.56,0.18,5.63,1.79,-1.71,10.39,0.00,0.00,1.00
1531,"Apr.  8, 2014  4:32 PM ET",FSLR,First Solar Outlook: Sunny And 75,NA,4.00,6077685686.00,2.00,107.00,73.34,67.32,63.43,67.72,1842.98,1875.63,1977.65,-8.21,-13.51,-7.66,-1.56,0.18,5.63,-6.65,-13.70,-13.30,0.00,0.00,0.00
1532,"Apr.  8, 2014  4:21 PM ET",GE,"General Electric Capital Corporation Bonds: Big Volume, Small Value",NA,4.00,252025000000.00,2.00,1071.00,25.05,25.64,25.53,26.04,1842.98,1875.63,1977.65,2.36,1.92,3.95,-1.56,0.18,5.63,3.91,1.73,-1.68,0.00,0.00,0.00
1533,"Apr.  8, 2014  4:11 PM ET",TAN,What Is Driving Growth For First Solar?,NA,4.00,6077685686.00,2.00,2695.00,42.91,39.78,37.47,42.38,1842.98,1875.63,1977.65,-7.29,-12.68,-1.24,-1.56,0.18,5.63,-5.73,-12.86,-6.87,0.00,0.00,0.00
1534,"Apr.  8, 2014  4:01 PM ET",SSNLF,Samsung&#x27;s Recent Foibles Should Be Good For Apple,NA,4.00,719881000000.00,2.00,19140.00,1278.97,1278.97,1328.16,1377.35,1842.98,1875.63,1977.65,0.00,3.85,7.69,-1.56,0.18,5.63,1.56,3.66,2.06,0.00,0.00,0.00
1535,"Apr.  8, 2014  3:44 PM ET",WMT,Wal-Mart&#x27;s Dismal Same-Store Sales,NA,4.00,263979000000.00,2.00,54.00,76.10,75.80,77.28,74.70,1842.98,1875.63,1977.65,-0.39,1.55,-1.84,-1.56,0.18,5.63,1.17,1.37,-7.47,0.00,0.00,0.00
1536,"Apr.  8, 2014  3:41 PM ET",SSNLF,"Samsung&#x27;s New SmartWatch Lineup An Interesting Experiment, Not Much More",NA,4.00,176759000000.00,2.00,2695.00,1278.97,1278.97,1328.16,1377.35,1842.98,1875.63,1977.65,0.00,3.85,7.69,-1.56,0.18,5.63,1.56,3.66,2.06,0.00,0.00,0.00
1537,"Apr.  8, 2014  3:41 PM ET",XOM,Peyto Exploration: A Winning Stock For Growing Oil Sands Diluent Demand,NA,4.00,3514148959.00,2.00,4667.00,94.60,97.61,99.45,100.45,1842.98,1875.63,1977.65,3.18,5.13,6.18,-1.56,0.18,5.63,4.74,4.94,0.55,0.00,0.00,0.00
1538,"Apr.  8, 2014  3:37 PM ET",PNQI,Amazon Launches Fire TV As It Pushes Sales Of Digital Content,NA,4.00,172091000000.00,2.00,2695.00,65.68,64.08,58.95,68.34,1842.98,1875.63,1977.65,-2.44,-10.25,4.05,-1.56,0.18,5.63,-0.88,-10.43,-1.58,0.00,0.00,0.00
1539,"Apr.  8, 2014  3:36 PM ET",GPS,Gap Inc. Reports Disappointing February Sales Results; March Might Be Better,NA,4.00,17421681168.00,2.00,2695.00,39.36,37.98,38.63,41.20,1842.98,1875.63,1977.65,-3.51,-1.85,4.67,-1.56,0.18,5.63,-1.95,-2.04,-0.96,0.00,0.00,0.00
1540,"Apr.  8, 2014  3:25 PM ET",DIS,Disney&#x27;s Captain America Rules The Box Office With Best April Opening Of All Time,NA,4.00,180902000000.00,2.00,2695.00,79.46,78.99,80.58,85.50,1842.98,1875.63,1977.65,-0.59,1.41,7.60,-1.56,0.18,5.63,0.97,1.23,1.97,0.00,0.00,0.00
1541,"Apr.  8, 2014  3:19 PM ET",CEFL,Is It Safe? Leveraged Fund Of (Closed-End) Funds Is Paying 18%,NA,4.00,195354000.00,2.00,2440.00,23.46,23.56,24.44,26.29,1842.98,1875.63,1977.65,0.43,4.18,12.06,-1.56,0.18,5.63,1.99,3.99,6.43,0.00,0.00,1.00
1542,"Apr.  8, 2014  3:06 PM ET",WMT,"Wal-Mart Is Cheap, The Market Is Not",NA,4.00,263979000000.00,2.00,877.00,76.10,75.80,77.28,74.70,1842.98,1875.63,1977.65,-0.39,1.55,-1.84,-1.56,0.18,5.63,1.17,1.37,-7.47,0.00,0.00,0.00
1543,"Apr.  8, 2014  2:38 PM ET",AMGN,Amgen: Management&#x27;s History Of Shareholder Friendliness,NA,4.00,117062000000.00,2.00,813.00,117.70,113.24,108.65,118.50,1842.98,1875.63,1977.65,-3.79,-7.69,0.68,-1.56,0.18,5.63,-2.23,-7.87,-4.95,0.00,0.00,0.00
1544,"Apr.  8, 2014  2:31 PM ET",TITN,Cervus Equipment: 3 Different Insiders Have Purchased Shares During The Last 30 Days,NA,4.00,280829185.00,2.00,3828.00,15.80,18.14,16.34,16.30,1842.98,1875.63,1977.65,14.81,3.42,3.16,-1.56,0.18,5.63,16.37,3.23,-2.47,1.00,0.00,0.00
1545,"Apr.  8, 2014  2:19 PM ET",ZNGA,Changing Trends And Apple Policy May Dethrone The App King,NA,4.00,4797187819.00,2.00,1814.00,4.37,4.29,3.54,3.15,1842.98,1875.63,1977.65,-1.83,-18.99,-27.92,-1.56,0.18,5.63,-0.27,-19.18,-33.55,0.00,0.00,0.00
1546,"Apr.  9, 2014 11:32 PM ET",SD,SandRidge Energy: How Is The Quarter Shaping Up?,NA,4.00,716082165.00,1.00,5200.00,6.18,6.75,6.65,6.97,1862.31,1878.48,1963.71,9.22,7.61,12.78,1.59,2.48,7.13,7.63,5.13,5.66,1.00,1.00,1.00
1547,"Apr.  9, 2014 10:04 PM ET",CCL,ModernGraham Annual Valuation Of Carnival Corporation - 2014,NA,4.00,36660214480.00,2.00,3359.00,36.50,36.41,38.17,36.43,1862.31,1878.48,1963.71,-0.25,4.58,-0.19,1.59,2.48,7.13,-1.84,2.10,-7.32,0.00,0.00,0.00
1548,"Apr.  9, 2014  9:11 PM ET",ESV,Ensco Dividend Safety Analysis: Low Debt Provides Some Breathing Room,NA,4.00,4791169841.00,2.00,232.00,46.45,47.14,47.78,51.45,1862.31,1878.48,1963.71,1.49,2.86,10.76,1.59,2.48,7.13,-0.11,0.39,3.64,0.00,0.00,0.00
1549,"Apr.  9, 2014  8:57 PM ET",JPM,Buy Wells Fargo Ahead Of Earnings,NA,4.00,285127000000.00,2.00,301.00,56.26,54.12,52.94,55.03,1862.31,1878.48,1963.71,-3.80,-5.90,-2.19,1.59,2.48,7.13,-5.40,-8.38,-9.31,0.00,0.00,0.00
1550,"Apr.  9, 2014  5:29 PM ET",ABT,Abbott: April&#x27;s Long-Term Pick,NA,4.00,70740880577.00,2.00,551.00,36.45,38.31,38.37,40.40,1862.31,1878.48,1963.71,5.10,5.27,10.84,1.59,2.48,7.13,3.51,2.79,3.71,0.00,0.00,0.00
1551,"Apr.  9, 2014  5:29 PM ET",IXP,Vodafone - The Price Dip Presents A Great Opportunity For Value Investment,NA,4.00,85791830050.00,2.00,393.00,59.33,60.07,61.75,61.74,1862.31,1878.48,1963.71,1.25,4.08,4.06,1.59,2.48,7.13,-0.35,1.60,-3.06,0.00,0.00,0.00
1552,"Apr.  9, 2014  5:13 PM ET",USD,AMD: The New Puma Chip As A Catalyst In Mobile,NA,4.00,2137575710.00,2.00,478.00,58.33,59.80,58.87,76.54,1862.31,1878.48,1963.71,2.52,0.93,31.22,1.59,2.48,7.13,0.93,-1.55,24.09,0.00,0.00,1.00
1553,"Apr.  9, 2014  4:55 PM ET",Z,2 Short-Squeeze Candidates,NA,4.00,6055779300.00,2.00,1264.00,93.57,95.75,97.57,130.30,1862.31,1878.48,1963.71,2.33,4.27,39.25,1.59,2.48,7.13,0.74,1.80,32.13,0.00,0.00,1.00
1554,"Apr.  9, 2014  4:46 PM ET",TEVA,Critical Shortage Of Injectables Create Opportunity For Drugmakers,NA,4.00,36548287550.00,2.00,5691.00,49.74,49.58,48.02,52.30,1862.31,1878.48,1963.71,-0.32,-3.46,5.15,1.59,2.48,7.13,-1.92,-5.93,-1.98,0.00,0.00,0.00
1555,"Apr.  9, 2014  4:27 PM ET",UTF,A Discounted Infrastructure Fund With A 6.75% Yield,NA,4.00,1909994391.00,2.00,445.00,20.96,21.17,22.08,23.16,1862.31,1878.48,1963.71,1.00,5.34,10.50,1.59,2.48,7.13,-0.59,2.87,3.37,0.00,0.00,0.00
